,Sentiment,Time,Text,cleaned,cleaned2,label_x,label_y,predicted
800,positive,9/1/21,I recommend using half water and half skim milk. I usually mix 5 oz water with 5 oz skim milk and heat in the micro for two minutes.  Add the packet and sugar or sweetener.  Great for a quick cup of coffee without the hassle of cleaning the machine.,"['recommend', 'using', 'half', 'water', 'half', 'skim', 'milk', 'usually', 'mix', 'water', 'skim', 'milk', 'heat', 'micro', 'two', 'minute', 'add', 'packet', 'sugar', 'sweetener', 'great', 'quick', 'cup', 'coffee', 'without', 'hassle', 'cleaning', 'machine']",recommend using half water half skim milk usually mix water skim milk heat micro two minute add packet sugar sweetener great quick cup coffee without hassle cleaning machine,1,1,1.0
803,positive,3/8/20,This is the first Redued-Fat Peanut Butter that I have thought was a good peanut butter.  I will buy it again when this is gone.,"['first', 'redued-fat', 'peanut', 'butter', 'thought', 'good', 'peanut', 'butter', 'buy', 'gone']",first redued-fat peanut butter thought good peanut butter buy gone,1,1,0.0
805,positive,24/10/21,"Hemp foods are great, the slightly nutty taste is always something I enjoy. I almost rated this item four stars because it doesn't have a strong hemp seed taste - but after some thought it is probably best that way.<br /><br />I add a bit of brown sugar and one packet will fill me up (not true with most other oatmeals).","['hemp', 'food', 'great', 'slightly', 'nutty', 'taste', 'always', 'something', 'enjoy', 'almost', 'rated', 'item', 'four', 'star', 'strong', 'hemp', 'seed', 'taste', 'thought', 'probably', 'best', 'way.', 'add', 'bit', 'brown', 'sugar', 'one', 'packet', 'fill', 'not', 'true', 'oatmeal']",hemp food great slightly nutty taste always something enjoy almost rated item four star strong hemp seed taste thought probably best way. add bit brown sugar one packet fill not true oatmeal,1,1,1.0
807,negative,16/10/21,"There are several types of teas in the world indian ceylon scented teas like jasmine, there's oolong, black green, but one thing binds all these teas together, they taste like tea.<br /><br />This substance has no flavor only an astringent quality.  It is not drinkable plain.  Which I suppose is why people require all sorts of recipes adding sugar, or spices, anything to give this tea some flavor and take away the horrid bitterness.<br /><br />I think it's even worse than the bagged lipton tea if that is possible.  In the bagged tea, they don't put dust in the teabags because it would fall right out of the bag, but since this is loose tea, lipton saw fit to add dust, twigs, anything but the actual leaves.<br /><br />What should you drink?  Anything you like.  I suggest browsing this site called the English Tea Store (no affiliation) just to get an idea about what types of teas it is possible to purchase.<br /><br />I astounds me that anyone could drink this substance and call it ""tea"".  It is not tea, it is particles of bitterness, dust, pieces of twigs, black and tasteless leavings of what used to be a tea plant.<br /><br />What the hell is wrong with you people, to drink this stuff.  By the way I have nothing against some lipton tea, but when you drink this stuff you need to add lemon, sugar, or cream, something because it is awful stuff trying to drink it on its own.<br /><br />If you have to buy tea at a supermarket, try the twinings darjeeling that's a decent blend you can drink.","['several', 'type', 'tea', 'world', 'indian', 'ceylon', 'scented', 'tea', 'like', 'jasmine', 'there', 'oolong', 'black', 'green', 'one', 'thing', 'bind', 'tea', 'together', 'taste', 'like', 'tea.', 'this', 'substance', 'flavor', 'astringent', 'quality', 'drinkable', 'plain', 'suppose', 'people', 'require', 'sort', 'recipe', 'adding', 'sugar', 'spice', 'anything', 'give', 'tea', 'flavor', 'take', 'away', 'horrid', 'bitterness.', 'think', 'even', 'worse', 'bagged', 'lipton', 'tea', 'possible', 'bagged', 'tea', 'put', 'dust', 'teabags', 'would', 'fall', 'right', 'bag', 'since', 'loose', 'tea', 'lipton', 'saw', 'fit', 'add', 'dust', 'twig', 'anything', 'actual', 'leaves.', 'what', 'drink', 'anything', 'like', 'suggest', 'browsing', 'site', 'called', 'english', 'tea', 'store', 'affiliation', 'get', 'idea', 'type', 'tea', 'possible', 'purchase.', 'astounds', 'anyone', 'could', 'drink', 'substance', 'call', 'tea', 'tea', 'particle', 'bitterness', 'dust', 'piece', 'twig', 'black', 'tasteless', 'leaving', 'used', 'tea', 'plant.', 'what', 'hell', 'wrong', 'people', 'drink', 'stuff', 'way', 'nothing', 'lipton', 'tea', 'drink', 'stuff', 'need', 'add', 'lemon', 'sugar', 'cream', 'something', 'awful', 'stuff', 'trying', 'drink', 'own.', 'buy', 'tea', 'supermarket', 'try', 'twinings', 'darjeeling', 'that', 'decent', 'blend', 'drink']",several type tea world indian ceylon scented tea like jasmine there oolong black green one thing bind tea together taste like tea. this substance flavor astringent quality drinkable plain suppose people require sort recipe adding sugar spice anything give tea flavor take away horrid bitterness. think even worse bagged lipton tea possible bagged tea put dust teabags would fall right bag since loose tea lipton saw fit add dust twig anything actual leaves. what drink anything like suggest browsing site called english tea store affiliation get idea type tea possible purchase. astounds anyone could drink substance call tea tea particle bitterness dust piece twig black tasteless leaving used tea plant. what hell wrong people drink stuff way nothing lipton tea drink stuff need add lemon sugar cream something awful stuff trying drink own. buy tea supermarket try twinings darjeeling that decent blend drink,0,0,0.0
810,positive,19/10/21,"What's not to like?  Delicious smokehouse almonds in the perfect size package.  I keep them in my locker at the gym for a post workout snack.  They are very smokey-don't leave an open package in your car, like I did...It made my car smell like cigarettes.  However, this is unlikely to happen as it is hard to only eat part of the package as they are so good.","['what', 'like', 'delicious', 'smokehouse', 'almond', 'perfect', 'size', 'package', 'keep', 'locker', 'gym', 'post', 'workout', 'snack', 'smokey-do', 'leave', 'open', 'package', 'car', 'like', 'did', '...', 'made', 'car', 'smell', 'like', 'cigarette', 'however', 'unlikely', 'happen', 'hard', 'eat', 'part', 'package', 'good']",what like delicious smokehouse almond perfect size package keep locker gym post workout snack smokey-do leave open package car like did ... made car smell like cigarette however unlikely happen hard eat part package good,1,1,1.0
811,negative,20/10/21,These were fair.  I don't feel they are AA quality.  Would not repurchase.,"['fair', 'feel', 'quality', 'would', 'repurchase']",fair feel quality would repurchase,0,0,1.0
812,positive,19/10/21,"Very beautiful and added a wonderful appearance to some of our Christmas Cookies.  Tasted good as well, with no bitter or chemical flavor.  A good alternative to all the frosting that is popular these days on cookies.","['beautiful', 'added', 'wonderful', 'appearance', 'christmas', 'cooky', 'tasted', 'good', 'well', 'bitter', 'chemical', 'flavor', 'good', 'alternative', 'frosting', 'popular', 'day', 'cooky']",beautiful added wonderful appearance christmas cooky tasted good well bitter chemical flavor good alternative frosting popular day cooky,1,1,1.0
829,positive,4/8/21,"I bought these on super sale because I needed them for a pie crust and they were cheap.  I got the 3-pack and was at first dismayed to find that they were not packed like other graham crackers are usually packed, they were loose in a bag, not stacked in bricks to fill the box  -- this meant there were many less per box than I had anticipated.  But when I tried one I was immediately impressed, they taste fantastic!<br /><br />These taste nothing like the kind of graham crackers we were fed in kindergarden, they have actual flavor and are much more than just an ingredient or child's fare.  What these lack in volume they make up for in quality.<br /><br />I immediately ordered three more 3-packs while they were so cheap, I have a toddler at home and am happy to supply us all with these wonderful graham crackers.  They do not have any scary fillers or ingredients; they are made with butter and not trans fat, and you can snack on nine of them with your coffee for only 130 calories -- not bad!<br /><br />They also make a pie crust that is noticeably better than what I used to make dessert crusts with.<br /><br />I was so impressed at what Stonewall Kitchen could do to a graham cracker that I am going to check out other products they make.","['bought', 'super', 'sale', 'needed', 'pie', 'crust', 'cheap', 'got', 'first', 'dismayed', 'find', 'packed', 'like', 'graham', 'cracker', 'usually', 'packed', 'loose', 'bag', 'stacked', 'brick', 'fill', 'box', 'meant', 'many', 'per', 'box', 'anticipated', 'tried', 'one', 'immediately', 'impressed', 'taste', 'fantastic', 'these', 'taste', 'nothing', 'like', 'kind', 'graham', 'cracker', 'fed', 'kindergarden', 'actual', 'flavor', 'much', 'ingredient', 'child', 'fare', 'lack', 'volume', 'make', 'quality.', 'immediately', 'ordered', 'three', 'cheap', 'toddler', 'home', 'happy', 'supply', 'wonderful', 'graham', 'cracker', 'scary', 'filler', 'ingredient', 'made', 'butter', 'trans', 'fat', 'snack', 'nine', 'coffee', 'calorie', 'bad', 'they', 'also', 'make', 'pie', 'crust', 'noticeably', 'better', 'used', 'make', 'dessert', 'crust', 'with.', 'impressed', 'stonewall', 'kitchen', 'could', 'graham', 'cracker', 'going', 'check', 'product', 'make']",bought super sale needed pie crust cheap got first dismayed find packed like graham cracker usually packed loose bag stacked brick fill box meant many per box anticipated tried one immediately impressed taste fantastic these taste nothing like kind graham cracker fed kindergarden actual flavor much ingredient child fare lack volume make quality. immediately ordered three cheap toddler home happy supply wonderful graham cracker scary filler ingredient made butter trans fat snack nine coffee calorie bad they also make pie crust noticeably better used make dessert crust with. impressed stonewall kitchen could graham cracker going check product make,1,1,1.0
831,positive,4/8/21,"I agree with the others that say this is one of the best hemp shakes out there. I started off with the original Nutiva hemp powder and once I finished that I decided to try the chocolate. It is amazing! It is much easier for me to gulp this down in the morning. I mix it up in a Blender Bottle (also sold on Amazon) with a little water and some type of milk. I really like mixing it with vanilla hemp milk or whole grain rice milk but regular milk works fine, too!<br /><br />Nutiva is the LEAST grainy hemp shake I have come across yet. I have tried several kinds and even though I can drink them I much prefer Nutiva over any other.","['agree', 'others', 'say', 'one', 'best', 'hemp', 'shake', 'there', 'started', 'original', 'nutiva', 'hemp', 'powder', 'finished', 'decided', 'try', 'chocolate', 'amazing', 'much', 'easier', 'gulp', 'morning', 'mix', 'blender', 'bottle', 'also', 'sold', 'amazon', 'little', 'water', 'type', 'milk', 'really', 'like', 'mixing', 'vanilla', 'hemp', 'milk', 'whole', 'grain', 'rice', 'milk', 'regular', 'milk', 'work', 'fine', 'too', 'nutiva', 'least', 'grainy', 'hemp', 'shake', 'come', 'across', 'yet', 'tried', 'several', 'kind', 'even', 'though', 'drink', 'much', 'prefer', 'nutiva', 'other']",agree others say one best hemp shake there started original nutiva hemp powder finished decided try chocolate amazing much easier gulp morning mix blender bottle also sold amazon little water type milk really like mixing vanilla hemp milk whole grain rice milk regular milk work fine too nutiva least grainy hemp shake come across yet tried several kind even though drink much prefer nutiva other,1,1,1.0
833,positive,4/8/21,"How nice it is to no longer be deprived of pasta and noodles. If you follow a low carb lifestyle, then House Foods Shirataki (Tofu) Noodles are heaven sent. I've been enjoying this product for well over a year and I'm so very happy to have found it. I heard about it on the Dr. Oz show and ran right out and bought some. I've tried the fettucine and spaghetti noodles also, but the angel hair is the most versatile. People who found them too rubbery probably did not follow the package directions. For best results, they have to be thoroughly rinsed and parboiled for at least three minutes. I am also amazed at how forgiving this product is. Once I got distracted and let the noodles simmer for almost 20 minutes and they STILL turned out fine. Maybe even better! If you want that ramen-like flavor do this: after parboiling and drying, saute them over high heat in a skillet with peanut oil and/or sesame oil, or hot chile oil. Add a few shakes of salt, onion & garlic powder and toss. Then just carry on with your recipe. They're very much like rice noodles so you won't miss a beat with stir-frys and noodle soups. I've also had great success with Italian dishes. I've used them with meatballs or Italian sausage in Marinara sauce. Also, with shrimp & scallops in a cream & wine sauce, just to name a few. Topped with grated, melted cheese, I got ALL of the joy and practically none of the carbs. However, one package really only serves one. This is an excellent, healthy alternative to pasta and noodles that will not wreak havoc upon your glycemic index. Good cooks will have no problem incorporating this into their menu planning.","['nice', 'longer', 'deprived', 'pasta', 'noodle', 'follow', 'low', 'carb', 'lifestyle', 'house', 'food', 'shirataki', 'tofu', 'noodle', 'heaven', 'sent', 'enjoying', 'product', 'well', 'year', 'happy', 'found', 'heard', 'dr.', 'show', 'ran', 'right', 'bought', 'some', 'tried', 'fettucine', 'spaghetti', 'noodle', 'also', 'angel', 'hair', 'versatile', 'people', 'found', 'rubbery', 'probably', 'follow', 'package', 'direction', 'best', 'result', 'thoroughly', 'rinsed', 'parboiled', 'least', 'three', 'minute', 'also', 'amazed', 'forgiving', 'product', 'got', 'distracted', 'let', 'noodle', 'simmer', 'almost', 'minute', 'still', 'turned', 'fine', 'maybe', 'even', 'better', 'want', 'ramen-like', 'flavor', 'this', 'parboiling', 'drying', 'saute', 'high', 'heat', 'skillet', 'peanut', 'oil', 'and/or', 'sesame', 'oil', 'hot', 'chile', 'oil', 'add', 'shake', 'salt', 'onion', 'garlic', 'powder', 'toss', 'carry', 'recipe', 'they', 'much', 'like', 'rice', 'noodle', 'miss', 'beat', 'stir-frys', 'noodle', 'soup', 'also', 'great', 'success', 'italian', 'dish', 'used', 'meatball', 'italian', 'sausage', 'marinara', 'sauce', 'also', 'shrimp', 'scallop', 'cream', 'wine', 'sauce', 'name', 'few', 'topped', 'grated', 'melted', 'cheese', 'got', 'joy', 'practically', 'none', 'carbs', 'however', 'one', 'package', 'really', 'serf', 'one', 'excellent', 'healthy', 'alternative', 'pasta', 'noodle', 'wreak', 'havoc', 'upon', 'glycemic', 'index', 'good', 'cook', 'problem', 'incorporating', 'menu', 'planning']",nice longer deprived pasta noodle follow low carb lifestyle house food shirataki tofu noodle heaven sent enjoying product well year happy found heard dr. show ran right bought some tried fettucine spaghetti noodle also angel hair versatile people found rubbery probably follow package direction best result thoroughly rinsed parboiled least three minute also amazed forgiving product got distracted let noodle simmer almost minute still turned fine maybe even better want ramen-like flavor this parboiling drying saute high heat skillet peanut oil and/or sesame oil hot chile oil add shake salt onion garlic powder toss carry recipe they much like rice noodle miss beat stir-frys noodle soup also great success italian dish used meatball italian sausage marinara sauce also shrimp scallop cream wine sauce name few topped grated melted cheese got joy practically none carbs however one package really serf one excellent healthy alternative pasta noodle wreak havoc upon glycemic index good cook problem incorporating menu planning,1,1,1.0
838,positive,10/8/18,"We have been looking for a cracker for our daughter whom we have just put on the GFCF diet. The Glutino cracker is about as close to a ""normal"" cracker that we have come across. The rest of us who are not on the diet even think these are good. They have a yummy buttery and salty taste to them. We bought them here on amazon.com in a case of 6 boxes for $24. Very reasonable. Highly recommend to anyone on the GFCF diet who misses their crackers. Makes a nice snack to pack in the car for road trips or flights.","['looking', 'cracker', 'daughter', 'put', 'gfcf', 'diet', 'glutino', 'cracker', 'close', 'normal', 'cracker', 'come', 'across', 'rest', 'diet', 'even', 'think', 'good', 'yummy', 'buttery', 'salty', 'taste', 'them', 'bought', 'amazon', 'case', 'box', 'reasonable', 'highly', 'recommend', 'anyone', 'gfcf', 'diet', 'miss', 'cracker', 'make', 'nice', 'snack', 'pack', 'car', 'road', 'trip', 'flight']",looking cracker daughter put gfcf diet glutino cracker close normal cracker come across rest diet even think good yummy buttery salty taste them bought amazon case box reasonable highly recommend anyone gfcf diet miss cracker make nice snack pack car road trip flight,1,1,1.0
842,positive,16/1/18,"We love this product!  Our baby is 6 months old and we're introducing new foods to her.  So far she has tried the pumpkin, and she can't get enough!!!  She grabs for the spoon!  We love that this product is organic and that use can use breastmilk to mix so your baby gets added nutrients.  It's portable, compact, and you can take it anywhere.  If at a restaurant or away from home, simply warm up your milk and combine.  It's really fantastic!","['love', 'product', 'baby', 'month', 'old', 'introducing', 'new', 'food', 'her', 'far', 'tried', 'pumpkin', 'get', 'enough', 'grab', 'spoon', 'love', 'product', 'organic', 'use', 'use', 'breastmilk', 'mix', 'baby', 'get', 'added', 'nutrient', 'portable', 'compact', 'take', 'anywhere', 'restaurant', 'away', 'home', 'simply', 'warm', 'milk', 'combine', 'really', 'fantastic']",love product baby month old introducing new food her far tried pumpkin get enough grab spoon love product organic use use breastmilk mix baby get added nutrient portable compact take anywhere restaurant away home simply warm milk combine really fantastic,1,1,1.0
848,positive,22/4/21,"This is very good maple syrup, but like most pure maple syrup, it is very expensive. My husband and I duped ourselves when purchasing this product. We did the math wrong, and though that we were paying about $25 for a half gallon rather than only 32 oz.  Man was I surprised to see how small the jug was when it came in the mail!","['good', 'maple', 'syrup', 'like', 'pure', 'maple', 'syrup', 'expensive', 'husband', 'duped', 'purchasing', 'product', 'math', 'wrong', 'though', 'paying', 'half', 'gallon', 'rather', 'man', 'surprised', 'see', 'small', 'jug', 'came', 'mail']",good maple syrup like pure maple syrup expensive husband duped purchasing product math wrong though paying half gallon rather man surprised see small jug came mail,1,1,1.0
856,positive,22/7/21,"My parents love this stuff (and they're actually Asians, so that speaks volumes).  It's such an easy quick convenient food to stock up for them for whenever they drop in to visit me and I haven't nothing but ""white people"" food lying around.  But I'm sure that it'll go a long way toward feeding the starving college student types as well.  I think that it's a perfect combination of flavor for price.  But I have to admit that I would not purchase this item at Amazon as it is far more affordable if you buy from an Asian grocery.<br /><br />If you found this review helpful, please let me know.","['parent', 'love', 'stuff', 'and', 'they', 'actually', 'asian', 'speaks', 'volume', 'easy', 'quick', 'convenient', 'food', 'stock', 'whenever', 'drop', 'visit', 'nothing', 'white', 'people', 'food', 'lying', 'around', 'sure', 'long', 'way', 'toward', 'feeding', 'starving', 'college', 'student', 'type', 'well', 'think', 'perfect', 'combination', 'flavor', 'price', 'admit', 'would', 'purchase', 'item', 'amazon', 'far', 'affordable', 'buy', 'asian', 'grocery.', 'found', 'review', 'helpful', 'please', 'let', 'know']",parent love stuff and they actually asian speaks volume easy quick convenient food stock whenever drop visit nothing white people food lying around sure long way toward feeding starving college student type well think perfect combination flavor price admit would purchase item amazon far affordable buy asian grocery. found review helpful please let know,1,1,1.0
865,positive,10/8/18,"This is a good drink, tastes like soda, but fruity.  I really liked it, nice alternative to soda.","['good', 'drink', 'taste', 'like', 'soda', 'fruity', 'really', 'liked', 'nice', 'alternative', 'soda']",good drink taste like soda fruity really liked nice alternative soda,1,1,1.0
877,positive,12/10/21,"Buy it now, please. These are just great, with perfect flavor and texture. I keep them in the refer where they are even more refreshing. Try them with different things: in salads, with crudite, with good dark chocolate, with your tea in the morning, as we do. A+++","['buy', 'now', 'please', 'great', 'perfect', 'flavor', 'texture', 'keep', 'refer', 'even', 'refreshing', 'try', 'different', 'thing', 'salad', 'crudite', 'good', 'dark', 'chocolate', 'tea', 'morning', 'a+++']",buy now please great perfect flavor texture keep refer even refreshing try different thing salad crudite good dark chocolate tea morning a+++,1,1,1.0
879,positive,28/9/21,I could eat this right out of the jar.  I am using it to replace the natural oily peanut butter I use in my smoothies.  It is alot less messy and tastes delicious.  Even my husband is surprised. Luv it!,"['could', 'eat', 'right', 'jar', 'using', 'replace', 'natural', 'oily', 'peanut', 'butter', 'use', 'smoothy', 'alot', 'messy', 'taste', 'delicious', 'even', 'husband', 'surprised', 'luv']",could eat right jar using replace natural oily peanut butter use smoothy alot messy taste delicious even husband surprised luv,1,1,1.0
881,positive,4/7/21,"It really does taste good!  I don't like to measure anything... So if you put in too much water, you can just add more peanut powder to make it thicker.  Though, if you don't like the creamy kind of peanut butter and only like the chunky kind, this might not be for you.","['really', 'taste', 'good', 'like', 'measure', 'anything', '...', 'put', 'much', 'water', 'add', 'peanut', 'powder', 'make', 'thicker', 'though', 'like', 'creamy', 'kind', 'peanut', 'butter', 'like', 'chunky', 'kind', 'might', 'you']",really taste good like measure anything ... put much water add peanut powder make thicker though like creamy kind peanut butter like chunky kind might you,1,1,0.0
889,positive,8/8/21,I received this product in record time.  I tried it once and ordered again in bulk and am hooked.  Love the product and the company is excellent as far as packaging and the swift arrival time of my purchase. I would recommend to all my friends.,"['received', 'product', 'record', 'time', 'tried', 'ordered', 'bulk', 'hooked', 'love', 'product', 'company', 'excellent', 'far', 'packaging', 'swift', 'arrival', 'time', 'purchase', 'would', 'recommend', 'friend']",received product record time tried ordered bulk hooked love product company excellent far packaging swift arrival time purchase would recommend friend,1,1,1.0
893,positive,11/9/21,"These pouches are the next best to homemade.  When I don't have time to steam and blend my own baby food, I always reach for happy baby!","['pouch', 'next', 'best', 'homemade', 'time', 'steam', 'blend', 'baby', 'food', 'always', 'reach', 'happy', 'baby']",pouch next best homemade time steam blend baby food always reach happy baby,1,1,1.0
896,positive,30/7/21,"I have CHF with cardiomyopathy.  I have to limit my sodium to under 2,000 mg per day.  Because of great products like this ketchup - I can do that pretty easily most days!  My CardioElectroPhysicist had never heard of no-salt ketchup, he thinks it's great!<br /><br />Heinz no-salt ketchup tastes wonderful!  It has a slightly stonger tomato flavor, but I wouldn't have guessed it was no-salt.  I use it for homemade BBQ sauce, french fries, etc - it's awesome!  Highly recommended.","['chf', 'cardiomyopathy', 'limit', 'sodium', 'per', 'day', 'great', 'product', 'like', 'ketchup', 'pretty', 'easily', 'day', 'cardioelectrophysicist', 'never', 'heard', 'no-salt', 'ketchup', 'think', 'great', 'heinz', 'no-salt', 'ketchup', 'taste', 'wonderful', 'slightly', 'stonger', 'tomato', 'flavor', 'guessed', 'no-salt', 'use', 'homemade', 'bbq', 'sauce', 'french', 'fry', 'etc', 'awesome', 'highly', 'recommended']",chf cardiomyopathy limit sodium per day great product like ketchup pretty easily day cardioelectrophysicist never heard no-salt ketchup think great heinz no-salt ketchup taste wonderful slightly stonger tomato flavor guessed no-salt use homemade bbq sauce french fry etc awesome highly recommended,1,1,1.0
898,positive,4/7/21,"This was not what I expected. It is very sweet with bits of candied orange rind and garlic but I really did not notice any chili. With chili in the title, I expected some heat but there was none.  Definitely needs heat.","['expected', 'sweet', 'bit', 'candied', 'orange', 'rind', 'garlic', 'really', 'notice', 'chili', 'chili', 'title', 'expected', 'heat', 'none', 'definitely', 'need', 'heat']",expected sweet bit candied orange rind garlic really notice chili chili title expected heat none definitely need heat,1,1,1.0
903,positive,11/6/21,"I only got to drink one cup of this to make this review, but I thought it tasted great.  What I like about good coffee flavor is that earthy, rich coffee taste that comes from quality coffee and just being fresh brewed.  I tested this right after the coffee maker had finished so it was as fresh as it could be.  I like a little honey and fresh cream in mine and I was sad I only got to have just one cup.  I had to share with others at home and they all liked it as well.  I couldn't tell if anything tasted different since it is supposed to be low acid.  It tasted like regular coffee to me.","['got', 'drink', 'one', 'cup', 'make', 'review', 'thought', 'tasted', 'great', 'like', 'good', 'coffee', 'flavor', 'earthy', 'rich', 'coffee', 'taste', 'come', 'quality', 'coffee', 'fresh', 'brewed', 'tested', 'right', 'coffee', 'maker', 'finished', 'fresh', 'could', 'like', 'little', 'honey', 'fresh', 'cream', 'mine', 'sad', 'got', 'one', 'cup', 'share', 'others', 'home', 'liked', 'well', 'tell', 'anything', 'tasted', 'different', 'since', 'supposed', 'low', 'acid', 'tasted', 'like', 'regular', 'coffee']",got drink one cup make review thought tasted great like good coffee flavor earthy rich coffee taste come quality coffee fresh brewed tested right coffee maker finished fresh could like little honey fresh cream mine sad got one cup share others home liked well tell anything tasted different since supposed low acid tasted like regular coffee,1,1,1.0
907,positive,8/7/21,"I love this item, the pork cooks very tender and the shake n bake adds a great flavor, rather than eating plain pork.  A butcher recommends this to his customers.  A nice break from steak, chicken and fish.","['love', 'item', 'pork', 'cook', 'tender', 'shake', 'bake', 'add', 'great', 'flavor', 'rather', 'eating', 'plain', 'pork', 'butcher', 'recommends', 'customer', 'nice', 'break', 'steak', 'chicken', 'fish']",love item pork cook tender shake bake add great flavor rather eating plain pork butcher recommends customer nice break steak chicken fish,1,1,1.0
911,positive,11/6/21,We have used the pork pouch on porkt chops...and believe it or not...we have used it on chicken.  Both were juicy and had a great flavor.  Easy to use without a lot of mess...you can't go wrong with shake-n-bake.,"['used', 'pork', 'pouch', 'porkt', 'chop', '...', 'and', 'believe', 'not', '...', 'used', 'chicken', 'juicy', 'great', 'flavor', 'easy', 'use', 'without', 'lot', 'mess', '...', 'you', 'wrong', 'shake-n-bake']",used pork pouch porkt chop ... and believe not ... used chicken juicy great flavor easy use without lot mess ... you wrong shake-n-bake,1,1,1.0
915,positive,11/6/21,These remind of a product called Munchos that I liked a long time ago in regards to flavor. Great crunch and salt level. I wish they packages a bit bigger than the 0.8 and smaller than 3 oz.  The 0.8 isnt quite enough and the 3 is too much. About 1.5 oz would be right for my appetite.,"['remind', 'product', 'called', 'munchos', 'liked', 'long', 'time', 'ago', 'regard', 'flavor', 'great', 'crunch', 'salt', 'level', 'wish', 'package', 'bit', 'bigger', 'smaller', 'isnt', 'quite', 'enough', 'much', 'would', 'right', 'appetite']",remind product called munchos liked long time ago regard flavor great crunch salt level wish package bit bigger smaller isnt quite enough much would right appetite,1,1,1.0
925,positive,25/8/21,"Very fresh and tasty!  Will buy again soon.<br />Since I ordered it in Dec, shipping is a little later then estimate, better order it earlier.","['fresh', 'tasty', 'buy', 'soon.', 'since', 'ordered', 'dec', 'shipping', 'little', 'later', 'estimate', 'better', 'order', 'earlier']",fresh tasty buy soon. since ordered dec shipping little later estimate better order earlier,1,1,1.0
926,positive,19/10/21,These are really tasty and make a great high protein snack.  I order them regularly and keep them in my desk drawer.  They are really filling and taste great.,"['really', 'tasty', 'make', 'great', 'high', 'protein', 'snack', 'order', 'regularly', 'keep', 'desk', 'drawer', 'really', 'filling', 'taste', 'great']",really tasty make great high protein snack order regularly keep desk drawer really filling taste great,1,1,1.0
931,positive,24/6/21,"Nescafe Taster's Choice Instant Coffee is as good if not better than the local coffee shops. Plus, Nescafe Taster's Choise cost less than 10 cents per cup. Ron Jones from Texas","['nescafe', 'taster', 'choice', 'instant', 'coffee', 'good', 'better', 'local', 'coffee', 'shop', 'plus', 'nescafe', 'taster', 'choise', 'cost', 'cent', 'per', 'cup', 'ron', 'jones', 'texas']",nescafe taster choice instant coffee good better local coffee shop plus nescafe taster choise cost cent per cup ron jones texas,1,1,1.0
932,positive,17/4/21,"I've tried many of the various coffee sticks out there, but these are the best tasting. Not that strong, but not like water either. Perfect for me. To me it tastes like the coffee you get at the TGIF restaurants, so that's why I like it. Easy and tasty! Just how I like my women.","['tried', 'many', 'various', 'coffee', 'stick', 'there', 'best', 'tasting', 'strong', 'like', 'water', 'either', 'perfect', 'taste', 'like', 'coffee', 'get', 'tgif', 'restaurant', 'that', 'like', 'easy', 'tasty', 'like', 'woman']",tried many various coffee stick there best tasting strong like water either perfect taste like coffee get tgif restaurant that like easy tasty like woman,1,1,1.0
944,positive,14/1/21,"The taste is great. The shipment came in fast. I love it, and so does my entire family. The beans are on the smaller side, but it does not matter to us.","['taste', 'great', 'shipment', 'came', 'fast', 'love', 'entire', 'family', 'bean', 'smaller', 'side', 'matter']",taste great shipment came fast love entire family bean smaller side matter,1,1,1.0
952,positive,27/1/21,"Anyone shopping for chives in the grocery store knows how expensive chives are. I'm almost surprised restaurants don't charge extra for them. These chives are a ""steal"" compared to the grocery, and taste as good as McCormick's at probably a 1/4 of the price. Also the shipping was very fast. I would buy again without a doubt.","['anyone', 'shopping', 'chive', 'grocery', 'store', 'know', 'expensive', 'chive', 'are', 'almost', 'surprised', 'restaurant', 'charge', 'extra', 'them', 'chive', 'steal', 'compared', 'grocery', 'taste', 'good', 'mccormick', 'probably', 'price', 'also', 'shipping', 'fast', 'would', 'buy', 'without', 'doubt']",anyone shopping chive grocery store know expensive chive are almost surprised restaurant charge extra them chive steal compared grocery taste good mccormick probably price also shipping fast would buy without doubt,1,1,1.0
957,positive,1/4/21,"If you like popcorn, you have to try this. We have an counter top popcorn machine and it work's great.<br />Try it you'll love it.","['like', 'popcorn', 'try', 'this', 'counter', 'top', 'popcorn', 'machine', 'work', 'great.', 'try', 'love']",like popcorn try this counter top popcorn machine work great. try love,1,1,1.0
964,positive,1/3/21,"This popcorn tastes great.<br />Its so easy, just cut off the top and pour in the contents.<br /><br />I'll for sure be buying more of this popcorn!","['popcorn', 'taste', 'great.', 'easy', 'cut', 'top', 'pour', 'contents.', 'sure', 'buying', 'popcorn']",popcorn taste great. easy cut top pour contents. sure buying popcorn,1,1,1.0
969,positive,28/9/21,"chewy, tasty, just the right amount of brazil nuts, and love using the little hammer to break apart the toffee","['chewy', 'tasty', 'right', 'amount', 'brazil', 'nut', 'love', 'using', 'little', 'hammer', 'break', 'apart', 'toffee']",chewy tasty right amount brazil nut love using little hammer break apart toffee,1,1,1.0
977,positive,19/1/20,Awesomely tasty cereal.<br />Cocoa Beach is my favorite all time and also by Kashi.<br />Kid cereal for adults.<br />SCHWEET,"['awesomely', 'tasty', 'cereal.', 'cocoa', 'beach', 'favorite', 'time', 'also', 'kashi.', 'kid', 'cereal', 'adults.', 'schweet']",awesomely tasty cereal. cocoa beach favorite time also kashi. kid cereal adults. schweet,1,1,1.0
