,Sentiment,Time,Text,cleaned
968,positive,30/5/21,Bigelow Vanilla Caramel tea is the most delicious tea I have ever tasted. I  use Silk soy creamer with the tea to add an extra vanilla taste. I make my 5 cup pot of tea every morning using 3 bags of the Bigelow caramel tea with 2 bags of Bigelow decaffeinated English tea. I like my tea slightly decaffeinated. I wish you made a decaffeinated caramel vanilla tea because the taste would probably be mind blowing.,"['bigelow', 'vanilla', 'caramel', 'tea', 'delicious', 'tea', 'ever', 'tasted', 'use', 'silk', 'soy', 'creamer', 'tea', 'add', 'extra', 'vanilla', 'taste', 'make', 'cup', 'pot', 'tea', 'every', 'morning', 'using', 'bag', 'bigelow', 'caramel', 'tea', 'bag', 'bigelow', 'decaffeinated', 'english', 'tea', 'like', 'tea', 'slightly', 'decaffeinated', 'wish', 'made', 'decaffeinated', 'caramel', 'vanilla', 'tea', 'taste', 'would', 'probably', 'mind', 'blowing']"
969,positive,28/9/21,"chewy, tasty, just the right amount of brazil nuts, and love using the little hammer to break apart the toffee","['chewy', 'tasty', 'right', 'amount', 'brazil', 'nut', 'love', 'using', 'little', 'hammer', 'break', 'apart', 'toffee']"
970,positive,6/5/21,"This tea is really quite good. It is a quality black tea with a subtle cinnamon flavoring. Definitely one of my favorites!<br /><br />As with many food items sold on Amazon, I would recommend trying a single box from your local retailer (if you can find it) before committing to a whole six-pack. Once you know you like it, however, the value of this offering really can't be beat anywhere!","['tea', 'really', 'quite', 'good', 'quality', 'black', 'tea', 'subtle', 'cinnamon', 'flavoring', 'definitely', 'one', 'favorite', 'many', 'food', 'item', 'sold', 'amazon', 'would', 'recommend', 'trying', 'single', 'box', 'local', 'retailer', 'find', 'committing', 'whole', 'six-pack', 'know', 'like', 'however', 'value', 'offering', 'really', 'beat', 'anywhere']"
971,positive,20/4/21,"This is, hands down, the best gluten free bread mix on the market.  If you're on a gluten free diet and make your own bread, you have to try this.","['hand', 'down', 'best', 'gluten', 'free', 'bread', 'mix', 'market', 'gluten', 'free', 'diet', 'make', 'bread', 'try', 'this']"
972,positive,20/4/21,I really enjoyed this product.  It's very easy to mix and bake.  The taste and texture are very close to that of a wheat flour based bread.,"['really', 'enjoyed', 'product', 'easy', 'mix', 'bake', 'taste', 'texture', 'close', 'wheat', 'flour', 'based', 'bread']"
973,positive,21/4/21,"I like these bars, but would rank them second to the Think Thin peanut butter variety.  Those are great.  These are very good.  Both offer up a good amount of protein for people who need more in their diet, such as vegetarians.","['like', 'bar', 'would', 'rank', 'second', 'think', 'thin', 'peanut', 'butter', 'variety', 'great', 'good', 'offer', 'good', 'amount', 'protein', 'people', 'need', 'diet', 'vegetarian']"
974,positive,2/5/21,What I enjoy most with this variety pack is the 11 varieties. I don't get bored with just 1 flavour and there are some flavors I cannot find locally.,"['enjoy', 'variety', 'pack', 'variety', 'get', 'bored', 'flavour', 'flavor', 'cannot', 'find', 'locally']"
975,positive,18/12/19,"Outstanding product.  The greattea gives me a warm comfotable feeling and makes my senses come alive  The bags are quite large,that's a good thing because I get a bigger cup of tea with full flavor.  Just Fantastic!!!","['outstanding', 'product', 'greattea', 'give', 'warm', 'comfotable', 'feeling', 'make', 'sens', 'come', 'alive', 'bag', 'quite', 'large', ""that's"", 'good', 'thing', 'get', 'bigger', 'cup', 'tea', 'full', 'flavor', 'fantastic']"
976,positive,19/1/20,First time we have used Chebe produce.  We loved it.  Has great taste and easy to make.  Will buy again.,"['first', 'time', 'used', 'chebe', 'produce', 'loved', 'great', 'taste', 'easy', 'make', 'buy', 'again']"
977,positive,19/1/20,Awesomely tasty cereal.<br />Cocoa Beach is my favorite all time and also by Kashi.<br />Kid cereal for adults.<br />SCHWEET,"['awesomely', 'tasty', 'cereal', 'cocoa', 'beach', 'favorite', 'time', 'also', 'kashi', 'kid', 'cereal', 'adult', 'schweet']"
978,positive,31/3/20,"I loved this cereal, so did all the family.  We just can't have it any more due to dietary restrictions, too much sugar.  Would love to have in the house again!","['loved', 'cereal', 'family', 'due', 'dietary', 'restriction', 'much', 'sugar', 'would', 'love', 'house', 'again']"
979,positive,18/12/19,"This is a great BBQ sauce that even our kids really like.  A little kick, but not spicy.  Great alternative for those looking for a low carb product without chemical sweeteners.","['great', 'bbq', 'sauce', 'even', 'kid', 'really', 'like', 'little', 'kick', 'spicy', 'great', 'alternative', 'looking', 'low', 'carb', 'product', 'without', 'chemical', 'sweetener']"
980,positive,13/10/19,"This is genius!<br /><br />I purchase Angel hair first and after that bought a big box of angel hair and fettuccine! The product is AMAZING! Don't get fooled by all these negative reviews!<br /><br />If you like Asian food, you probably already know that their pasta doesn't taste like American/European kind. it has a different texture and taste. So these noodles taste exactly like the ones you order at Big Bowl :)<br /><br />The comments about the smell are ridiculous! How many raw uncooked food smells good? Are you kidding me? For instance, I love steamed broccoli but it smells bad while steaming! :)<br /><br />PLEASE follow the instructions: rinse in cold water for at least 15 seconds and boil for one minute, dry in paper towels. if you don't follow instructions, you will ruin ANY food, even your most favorite!<br /><br />Since the pasta is 0 calories, I finally could indulge myself with a really good pasta sauce ( no low fat anymore ) or some seafood Alfredo! the possibilities are endless. Please note that the noodles even better the next day since they easily absorb all flavors.<br /><br />Absolutely delicious and guilt free!","['genius', 'purchase', 'angel', 'hair', 'first', 'bought', 'big', 'box', 'angel', 'hair', 'fettuccine', 'product', 'amazing', 'get', 'fooled', 'negative', 'review', 'like', 'asian', 'food', 'probably', 'already', 'know', 'pasta', 'taste', 'like', 'american', 'european', 'kind', 'different', 'texture', 'taste', 'noodle', 'taste', 'exactly', 'like', 'one', 'order', 'big', 'bowl', 'the', 'comment', 'smell', 'ridiculous', 'many', 'raw', 'uncooked', 'food', 'smell', 'good', 'kidding', 'instance', 'love', 'steamed', 'broccoli', 'smell', 'bad', 'steaming', 'please', 'follow', 'instruction', 'rinse', 'cold', 'water', 'least', 'second', 'boil', 'one', 'minute', 'dry', 'paper', 'towel', 'follow', 'instruction', 'ruin', 'food', 'even', 'favorite', 'since', 'pasta', 'calorie', 'finally', 'could', 'indulge', 'really', 'good', 'pasta', 'sauce', 'low', 'fat', 'anymore', 'seafood', 'alfredo', 'possibility', 'endless', 'please', 'note', 'noodle', 'even', 'better', 'next', 'day', 'since', 'easily', 'absorb', 'flavor', 'absolutely', 'delicious', 'guilt', 'free']"
981,positive,28/9/20,"People who complain about smell need to read and educate themselves. Yes when you open it smells that's how they are packed. All you have to do is rinse, yes read instructions. Then i throw in a skillet for a bit usually with garlic and  seasoning because i did find hard to pat dry. If you throw in a skillet for a few it takes the step where you pat dry away. There is no smell. just eat however you want. Just don`t write negative comments if you don`t read the site or directions. The site alone will answer any questions quickly. M","['people', 'complain', 'smell', 'need', 'read', 'educate', 'themselves', 'yes', 'open', 'smell', ""that's"", 'packed', 'rinse', 'yes', 'read', 'instruction', 'throw', 'skillet', 'bit', 'usually', 'garlic', 'seasoning', 'find', 'hard', 'pat', 'dry', 'throw', 'skillet', 'take', 'step', 'pat', 'dry', 'away', 'smell', 'eat', 'however', 'want', 'don', 'write', 'negative', 'comment', 'don', 'read', 'site', 'direction', 'site', 'alone', 'answer', 'question', 'quickly']"
982,positive,16/11/20,"I was having trouble locating apple chips locally and was happy to find these at a good price Amazon.  I love the chicken salad a chain restaurant sells that have apple chips on top and wanted to try to replicate the recipe at home. These work well and taste great.  The only issue I have is that they really aren't the healthy option I thought.  They contain oil and sugar, bringing the calorie content to 375 per bag.  It is better to eat an apple, but these are a mighty tasty snack.","['trouble', 'locating', 'apple', 'chip', 'locally', 'happy', 'find', 'good', 'price', 'amazon', 'love', 'chicken', 'salad', 'chain', 'restaurant', 'sell', 'apple', 'chip', 'top', 'wanted', 'try', 'replicate', 'recipe', 'home', 'work', 'well', 'taste', 'great', 'issue', 'really', 'healthy', 'option', 'thought', 'contain', 'oil', 'sugar', 'bringing', 'calorie', 'content', 'per', 'bag', 'better', 'eat', 'apple', 'mighty', 'tasty', 'snack']"
983,positive,27/2/20,I love these biscottis. They are 15 calories each and taste wonderful. Because there are so few calories these falls under a diet product which means they aren't cheap. However I got them here for about 30% less than the other vendor I used online.,"['love', 'biscottis', 'calorie', 'taste', 'wonderful', 'calorie', 'fall', 'diet', 'product', 'mean', 'cheap', 'however', 'got', 'vendor', 'used', 'online']"
984,positive,26/2/21,Justin's individual nut butter packs are delicious and perfect for back packing trips! I bring them every time without dissatisfaction. Highly recommended product.,"[""justin's"", 'individual', 'nut', 'butter', 'pack', 'delicious', 'perfect', 'back', 'packing', 'trip', 'bring', 'every', 'time', 'without', 'dissatisfaction', 'highly', 'recommended', 'product']"
985,positive,18/12/19,"I've tried so many different Jasmine teas and this one is my favorite. There are some I just do not like. This brand has a wonderful flavor. I have been drinking this for about 5 years now, it is a good deal if you buy this from Amazon on auto ship. You can't beat the price.","['tried', 'many', 'different', 'jasmine', 'tea', 'one', 'favorite', 'like', 'brand', 'wonderful', 'flavor', 'drinking', 'year', 'now', 'good', 'deal', 'buy', 'amazon', 'auto', 'ship', 'beat', 'price']"
986,positive,19/1/20,This tea is very refreshing and I love the mint flavor.  I use it for ice tea.  I especially like this brand of tea.,"['tea', 'refreshing', 'love', 'mint', 'flavor', 'use', 'ice', 'tea', 'especially', 'like', 'brand', 'tea']"
987,positive,13/9/20,"I love these bars!  This is a smaller company producing an EXTREMELY high quality product.  You get what you pay for, I'm glad to pay for such a great product and will continue to purchase these.  Thank you for such an outstanding product!","['love', 'bar', 'smaller', 'company', 'producing', 'extremely', 'high', 'quality', 'product', 'get', 'pay', 'for', 'glad', 'pay', 'great', 'product', 'continue', 'purchase', 'these', 'thank', 'outstanding', 'product']"
988,positive,10/7/20,"These tomatoes seem very soft for dried tomatoes, which is great! They are also very flavorful. I've been using them in a coconut curry and I don't even bother soaking them to soften them, I just throw 5 of them (five halves) in the vita-mix with everything but the coconut milk, blend for a minute and then simmer together with the coconut milk. Delicious! I originally purchased these because I had some raw food recipes that called for quite a bit of dried tomatoes and these seem nearly perfect for that (the thing that makes them less than perfect to me is that they aren't organic) but 3 pounds is still so much I gave one bag to my boyfriend who thinks I'm weird for giving him a pound of dried tomatoes but once I give him the coconut curry recipe he'll be thanking me.<br /><br />Oh, and the bags zip lock shut after they're opened, which is a nice touch.","['tomato', 'seem', 'soft', 'dried', 'tomato', 'great', 'also', 'flavorful', 'using', 'coconut', 'curry', 'even', 'bother', 'soaking', 'soften', 'them', 'throw', 'five', 'half', 'vita-mix', 'everything', 'coconut', 'milk', 'blend', 'minute', 'simmer', 'together', 'coconut', 'milk', 'delicious', 'originally', 'purchased', 'raw', 'food', 'recipe', 'called', 'quite', 'bit', 'dried', 'tomato', 'seem', 'nearly', 'perfect', 'the', 'thing', 'make', 'perfect', 'organic', 'pound', 'still', 'much', 'gave', 'one', 'bag', 'boyfriend', 'think', 'weird', 'giving', 'pound', 'dried', 'tomato', 'give', 'coconut', 'curry', 'recipe', 'thanking', 'bag', 'zip', 'lock', 'shut', 'opened', 'nice', 'touch']"
989,positive,14/4/21,"I can't say if it gives sustained energy as I just had my first pack.  I will say they were crisp and tasted great!  I'm always looking for portable energy food that is NOT low calorie.  These are about 230 calories per pack and since I take snacks like this hiking/backpacking, that's a good thing.  So far, I really like them.  Perhaps I'll update after I take them hiking and see how they hold up.","['say', 'give', 'sustained', 'energy', 'first', 'pack', 'say', 'crisp', 'tasted', 'great', 'always', 'looking', 'portable', 'energy', 'food', 'low', 'calorie', 'calorie', 'per', 'pack', 'since', 'take', 'snack', 'like', 'hiking', 'backpacking', ""that's"", 'good', 'thing', 'far', 'really', 'like', 'them', 'perhaps', 'update', 'take', 'hiking', 'see', 'hold']"
990,positive,24/4/21,"If you love chocolate and fruits, this is the product for you. I have just finished my first bag, and I still can't get over the taste. The candies are bite-size, and (even though I hate using cliches) you simply can't get enough of them. The chocolate doesn't taste bitter, but it's not too sweet either, and the pomegranate enhances the flavor with a slightly sour touch. Overall, just like those commercials say, your mouth will thank you.","['love', 'chocolate', 'fruit', 'product', 'you', 'finished', 'first', 'bag', 'still', 'get', 'taste', 'candy', 'bite-size', 'even', 'though', 'hate', 'using', 'cliche', 'simply', 'get', 'enough', 'them', 'chocolate', 'taste', 'bitter', 'sweet', 'either', 'pomegranate', 'enhances', 'flavor', 'slightly', 'sour', 'touch', 'overall', 'like', 'commercial', 'say', 'mouth', 'thank', 'you']"
991,positive,28/4/21,bought these at costco for a few cents less and figure they will either double in price or never be in stock again glad to know they are here on amazon  They ARE addictingly good..the deep dark chocolate flavor is haunting.  I was looking for choc cherries but these will do nicely,"['bought', 'costco', 'cent', 'figure', 'either', 'double', 'price', 'never', 'stock', 'glad', 'know', 'amazon', 'addictingly', 'good', 'the', 'deep', 'dark', 'chocolate', 'flavor', 'haunting', 'looking', 'choc', 'cherry', 'nicely']"
992,positive,12/7/21,"I bought this chocolate for my parents as a gift. They loved it, it has a little sour taste and good quality of chocolate.","['bought', 'chocolate', 'parent', 'gift', 'loved', 'little', 'sour', 'taste', 'good', 'quality', 'chocolate']"
993,positive,18/12/19,"This makes a good, quick and sustaining meal with flatbread or rice.  We have found that adding liquid such as milk converts it to a very tasty soup.  I could undoubtedly make something better with fresh ingredients but that is not always feasible and for convenience and reliability the KOI line is hard to beat.","['make', 'good', 'quick', 'sustaining', 'meal', 'flatbread', 'rice', 'found', 'adding', 'liquid', 'milk', 'convert', 'tasty', 'soup', 'could', 'undoubtedly', 'make', 'something', 'better', 'fresh', 'ingredient', 'always', 'feasible', 'convenience', 'reliability', 'koi', 'line', 'hard', 'beat']"
994,positive,19/1/20,"I found this product at a little tiny store. I bought it figuring what the heck. My hair is damaged and a little bit fried. this product gave me shine, it calmed most of my frizzies, and a wonderful subtle scent to go with it. i love this product...the only down side is its a little bit hard to find.","['found', 'product', 'little', 'tiny', 'store', 'bought', 'figuring', 'heck', 'hair', 'damaged', 'little', 'bit', 'fried', 'product', 'gave', 'shine', 'calmed', 'frizzies', 'wonderful', 'subtle', 'scent', 'love', 'product', '...', 'the', 'side', 'little', 'bit', 'hard', 'find']"
995,positive,28/4/21,This is pretty good tea.  I use it to make iced tea.  I will usually use two of these tea bags with a few of the cheap plain tea bags in order to make mango tea that doesn't taste like mango juice.  Good stuff at a great price.,"['pretty', 'good', 'tea', 'use', 'make', 'iced', 'tea', 'usually', 'use', 'two', 'tea', 'bag', 'cheap', 'plain', 'tea', 'bag', 'order', 'make', 'mango', 'tea', 'taste', 'like', 'mango', 'juice', 'good', 'stuff', 'great', 'price']"
996,positive,8/8/20,Received my order of Honey Pepper Jerky a couple days ago.  The jerky is sweet and the pepper is very good without being overwhelming. I generally prefer jerky that is very dry and chewy but I really enjoyed the taste and texture of this product.  I would not hesitate to order again or recommend to others.,"['received', 'order', 'honey', 'pepper', 'jerky', 'couple', 'day', 'ago', 'jerky', 'sweet', 'pepper', 'good', 'without', 'overwhelming', 'generally', 'prefer', 'jerky', 'dry', 'chewy', 'really', 'enjoyed', 'taste', 'texture', 'product', 'would', 'hesitate', 'order', 'recommend', 'others']"
997,positive,22/5/21,"This is a very nice hot cereal. The five grains give it a somewhat nutty flavor and a more complex texture than regular oatmeal, and it's quick to cook on the stove at only about 6 minutes. I like adding Wyman's frozen blueberries and strawberries (I add those when the oatmeal is done cooking but the heat is still on, so the frozen fruit can thaw a bit) as well as a bit of maple syrup and milk. mmm mm mm.","['nice', 'hot', 'cereal', 'five', 'grain', 'give', 'somewhat', 'nutty', 'flavor', 'complex', 'texture', 'regular', 'oatmeal', 'quick', 'cook', 'stove', 'minute', 'like', 'adding', ""wyman's"", 'frozen', 'blueberry', 'strawberry', 'add', 'oatmeal', 'done', 'cooking', 'heat', 'still', 'frozen', 'fruit', 'thaw', 'bit', 'well', 'bit', 'maple', 'syrup', 'milk', 'mmm']"
998,positive,18/12/19,"Is this the healthiest breakfast?  No.  Of course not.  But does it taste great?  YES!  I have a 45-minute commute, and drinking my chocolate protein shake makes the drive much more enjoyable, and cuts down on my getting-ready time in the morning at home.  I have one for breakfast every day, and my husband has one for lunch every day.  We love them!  I prefer the chocolate, and my husband drinks the vanilla and strawberry.  Neither of us love the dark chocolate.  Definitely try these!","['healthiest', 'breakfast', 'course', 'not', 'taste', 'great', 'yes', 'minute', 'commute', 'drinking', 'chocolate', 'protein', 'shake', 'make', 'drive', 'much', 'enjoyable', 'cut', 'getting-ready', 'time', 'morning', 'home', 'one', 'breakfast', 'every', 'day', 'husband', 'one', 'lunch', 'every', 'day', 'love', 'them', 'prefer', 'chocolate', 'husband', 'drink', 'vanilla', 'strawberry', 'neither', 'love', 'dark', 'chocolate', 'definitely', 'try', 'these']"
999,positive,19/1/20,"This is a tasty treat--with a thin layer of sugary jelly in the middle.  No oozing jelly or anything as I have initially thought.  For 16 pcs, I think this item is too expensive and would not buy again.","['tasty', 'treat--with', 'thin', 'layer', 'sugary', 'jelly', 'middle', 'oozing', 'jelly', 'anything', 'initially', 'thought', 'think', 'item', 'expensive', 'would', 'buy', 'again']"
1000,positive,3/8/20,"I am quite fond of these bars.  They aren't full of nasty ingredients like most commercial cereal bars.  The only downside is that they don't fill me up at all.  They are good as a snack, but I can't eat these for breakfast without being hungry soon afterwards.","['quite', 'fond', 'bar', 'full', 'nasty', 'ingredient', 'like', 'commercial', 'cereal', 'bar', 'downside', 'fill', 'all', 'good', 'snack', 'eat', 'breakfast', 'without', 'hungry', 'soon', 'afterwards']"
1001,positive,29/7/21,Great way to keep fruit in your diet. If you follow Weight Watcher this is a good snack for you. Three point and you get more fruit in your diet.,"['great', 'way', 'keep', 'fruit', 'diet', 'follow', 'weight', 'watcher', 'good', 'snack', 'you', 'three', 'point', 'get', 'fruit', 'diet']"
1002,positive,8/7/20,We use this as a base for sauces and in soups and other meals. Its very flavorful and delicious! Its even a good price with Subscribe and Save. Would buy again!,"['use', 'base', 'sauce', 'soup', 'meal', 'flavorful', 'delicious', 'even', 'good', 'price', 'subscribe', 'save', 'would', 'buy', 'again']"
1003,positive,13/4/21,"This sauce is awesome.  I went on a month long quest for the next best table hot sauce.  I read a million reviews from different hot sauce sites only to order product after product and finding it flavorless, under-powered, over-powered, or simply disgusting.  This is THE most versatile hot sauce out there.  It makes a fantastic table sauce as well as an excellent marinade for some wings.  It showcases the cayenne and garlic without making the cayenne or garlic so much that it's unwelcome.  It is an immediate medium burn and should satisfy anyone seeking a nice well rounded table sauce.<br /><br />BTW:  These independent hot sauce reviews (non-Amazon) were hard to go through.  A lot of them are video reviews.  Why do people reviewing hot sauce think we want to see them eating hot sauce on a cracker over a crappy webcam.  And then they review the sauce while continuing to munch on a mouthful of hot cracker.  Gross...","['sauce', 'awesome', 'went', 'month', 'long', 'quest', 'next', 'best', 'table', 'hot', 'sauce', 'read', 'million', 'review', 'different', 'hot', 'sauce', 'site', 'order', 'product', 'product', 'finding', 'flavorless', 'under-powered', 'over-powered', 'simply', 'disgusting', 'versatile', 'hot', 'sauce', 'there', 'make', 'fantastic', 'table', 'sauce', 'well', 'excellent', 'marinade', 'wing', 'showcase', 'cayenne', 'garlic', 'without', 'making', 'cayenne', 'garlic', 'much', 'unwelcome', 'immediate', 'medium', 'burn', 'satisfy', 'anyone', 'seeking', 'nice', 'well', 'rounded', 'table', 'sauce', 'btw', 'independent', 'hot', 'sauce', 'review', 'non-amazon', 'hard', 'through', 'lot', 'video', 'review', 'people', 'reviewing', 'hot', 'sauce', 'think', 'want', 'see', 'eating', 'hot', 'sauce', 'cracker', 'crappy', 'webcam', 'review', 'sauce', 'continuing', 'munch', 'mouthful', 'hot', 'cracker', 'gross', '...']"
1004,positive,20/2/21,"I discovered Ambrosia custard while in Ireland and absolutely love the subtle taste and smooth texture.  Ambrosia is a great light dessert when looking for something with minimal sugar, and the taste better than Birds, imo.  I would like to be able to purchase it in the aseptic boxes sold in the UK but am happy it's available at Amazon.","['discovered', 'ambrosia', 'custard', 'ireland', 'absolutely', 'love', 'subtle', 'taste', 'smooth', 'texture', 'ambrosia', 'great', 'light', 'dessert', 'looking', 'something', 'minimal', 'sugar', 'taste', 'better', 'bird', 'imo', 'would', 'like', 'able', 'purchase', 'aseptic', 'box', 'sold', 'happy', 'available', 'amazon']"
1005,positive,9/12/20,I add this to sugarfree cappuchino and it tastes great.  It tastes just like the brands in the gas stations when I get a cappuccino there.,"['add', 'sugarfree', 'cappuchino', 'taste', 'great', 'taste', 'like', 'brand', 'gas', 'station', 'get', 'cappuccino', 'there']"
1006,positive,1/4/21,I ordered this jerky because it was the best price per pound and I had never had Brown Sugar Jerky.  It was surprisingly good.  The jerky was not too dry and didn't have an overly sweet taste.  I would recommend this as an option on road trips or as a snack that increases your daily protein intake.  I have even added this to Amazon's program that automatically sends it to you each month.  I definitely got my money's worth.,"['ordered', 'jerky', 'best', 'price', 'per', 'pound', 'never', 'brown', 'sugar', 'jerky', 'surprisingly', 'good', 'jerky', 'dry', 'overly', 'sweet', 'taste', 'would', 'recommend', 'option', 'road', 'trip', 'snack', 'increase', 'daily', 'protein', 'intake', 'even', 'added', ""amazon's"", 'program', 'automatically', 'sends', 'month', 'definitely', 'got', ""money's"", 'worth']"
1007,positive,25/2/21,I used these as a healthier option than chocolate for some cake pops. The yogurt is strong and tasty. I would buy again.,"['used', 'healthier', 'option', 'chocolate', 'cake', 'pop', 'yogurt', 'strong', 'tasty', 'would', 'buy', 'again']"
1008,positive,18/12/19,"I got these from the grocery store when I couldn't have milk because of the baby. I had to have some chocolate. This is some really tasty chocolate. I mean real good. I can have milk now, but I still buy these. Love em'!","['got', 'grocery', 'store', 'milk', 'baby', 'chocolate', 'really', 'tasty', 'chocolate', 'mean', 'real', 'good', 'milk', 'now', 'still', 'buy', 'these', 'love']"
1009,negative,19/1/20,"Searching for a replacement for Ghirardelli's excellent but discontinued Expresso Escape bars, I tried these.<br />Unfortunately I ordered 12 of them.<br />I tried parts of 4 of these and could NOT detect ANY hints of chocolate OR coffee in any of them. I kept trying them because I could not believe what I was NOT tasting.<br />Ended up throwing the rest away.","['searching', 'replacement', ""ghirardelli's"", 'excellent', 'discontinued', 'expresso', 'escape', 'bar', 'tried', 'these', 'unfortunately', 'ordered', 'them', 'tried', 'part', 'could', 'detect', 'hint', 'chocolate', 'coffee', 'them', 'kept', 'trying', 'could', 'believe', 'tasting', 'ended', 'throwing', 'rest', 'away']"
1010,positive,14/10/20,"This cereal has no artificial sweetners, is high in fiber, but has a great taste (A hard combination to find).","['cereal', 'artificial', 'sweetners', 'high', 'fiber', 'great', 'taste', 'hard', 'combination', 'find']"
1011,positive,10/3/21,"I am becoming one of Goya's biggest fans. I had seen these on the shelves,<br />and they were really inexpensive, but I opted for a test can of Vienna<br />sausages instead. They were so good I went back the next day to get this<br />tin of sardines.<br /><br />They have a great sardine flavor, not fishy or oily at all, and the tomato<br />sauce is thick and rich. I am of the opinion that sardines make everything<br />taste better, and these go great just on a regular saltine. Great for snacks<br />or a pack lunch or road trips. I'll probably edit this review sometime in<br />the next month to give this product 5 stars cause I see addiction ahead. LOL","['becoming', 'one', ""goya's"", 'biggest', 'fan', 'seen', 'shelf', 'and', 'really', 'inexpensive', 'opted', 'test', 'vienna', 'sausage', 'instead', 'good', 'went', 'back', 'next', 'day', 'get', 'this', 'tin', 'sardine', 'they', 'great', 'sardine', 'flavor', 'fishy', 'oily', 'all', 'tomato', 'sauce', 'thick', 'rich', 'opinion', 'sardine', 'make', 'everything', 'taste', 'better', 'great', 'regular', 'saltine', 'great', 'snack', 'pack', 'lunch', 'road', 'trip', 'probably', 'edit', 'review', 'sometime', 'the', 'next', 'month', 'give', 'product', 'star', 'cause', 'see', 'addiction', 'ahead', 'lol']"
1012,positive,15/8/21,This has been my staple breakfast cereal for a couple of years now. I love the taste.,"['staple', 'breakfast', 'cereal', 'couple', 'year', 'now', 'love', 'taste']"
1013,positive,27/4/21,"Very delicious cookies, both  sweet and crunchy.  I got these for Christmas gifts to go along with tea.  I think the receivers will really enjoy these.","['delicious', 'cooky', 'sweet', 'crunchy', 'got', 'christmas', 'gift', 'along', 'tea', 'think', 'receiver', 'really', 'enjoy', 'these']"
1014,positive,24/1/21,"I've purchased the lemon, raspberry and shortbread cookies and liked them all. What I like the most about the brand of cookies is that they are not too sweet--perfect for my taste.","['purchased', 'lemon', 'raspberry', 'shortbread', 'cooky', 'liked', 'all', 'like', 'brand', 'cooky', 'sweet--perfect', 'taste']"
1015,positive,14/7/20,"New look, but same taste !!<br />A wonderfull cup of tea whit black cherry berry flavor<br />it's a must to have.","['new', 'look', 'taste', 'wonderfull', 'cup', 'tea', 'whit', 'black', 'cherry', 'berry', 'flavor', ""it's"", 'must', 'have']"
1016,positive,5/6/21,"This does not taste at all like ""cough syrup"" as the other reviewer stated.<br /><br />This is the best gum out there and I highly recommend it.<br /><br />I am not a plant, I live in Austin, TX and bought a pack of this in San Antonio - I just ordered a box on Amazon.<br /><br />This and the Lemon are the best flavors Orbit makes.<br /><br />John","['taste', 'like', 'cough', 'syrup', 'reviewer', 'stated', 'this', 'best', 'gum', 'highly', 'recommend', 'plant', 'live', 'austin', 'bought', 'pack', 'san', 'antonio', 'ordered', 'box', 'amazon', 'this', 'lemon', 'best', 'flavor', 'orbit', 'make', 'john']"
1017,positive,9/7/21,"My cat loves it. My neighbour's cat loves it. Just be aware that feeding fish product exclusively is unhealthy for your cat. I think aside from this pack, you should also get the chicken,etc. pack for a balanced diet.","['cat', 'love', ""neighbour's"", 'cat', 'love', 'aware', 'feeding', 'fish', 'product', 'exclusively', 'unhealthy', 'cat', 'think', 'aside', 'pack', 'also', 'get', 'chicken', 'etc', 'pack', 'balanced', 'diet']"
1018,positive,5/6/21,"""GREAT taste"". Great taste, dissolves well, etc. Highly recommend. I can sometimes buy at Kroger. I usually add to more wter than recommended. THANKS Hansen!","['great', 'taste', 'great', 'taste', 'dissolve', 'well', 'etc', 'highly', 'recommend', 'sometimes', 'buy', 'kroger', 'usually', 'add', 'wter', 'recommended', 'thanks', 'hansen']"
1019,positive,25/7/21,I use this powder to make the Jamba Juice equivalent of the Matcha Green Tea Blast. It does a great job in reproducing the taste. I'd recommend this supplier!,"['use', 'powder', 'make', 'jamba', 'juice', 'equivalent', 'matcha', 'green', 'tea', 'blast', 'great', 'job', 'reproducing', 'taste', 'recommend', 'supplier']"
1020,positive,13/7/21,Best tasting agave so far and I've tried many of the popular store carried brands.,"['best', 'tasting', 'agave', 'far', 'tried', 'many', 'popular', 'store', 'carried', 'brand']"
1021,positive,9/7/21,"I never realized this, but the salt and mineral concentration of seawater is different in each part of the world, and therefore the taste of sea salt varies based on where it comes from.<br /><br />To me, ""French gray"" sea salt is delicious - the flavor is more gentile than regular salt and has a slightly tangy taste with just a hint of minerals.  The price may seem high compared to table salt, but Amazon's price is low compared to other places I've bought it. Definitely worth it, in my opinion.<br /><br />One thing to note is that this sea salt is very moist, so it doesn't work well in a grinder or shaker.  Sometimes I'll serve it in a salt cellar, but generally I just keep it in a glass jar by the stove for cooking and use regular salt at the table.","['never', 'realized', 'this', 'salt', 'mineral', 'concentration', 'seawater', 'different', 'part', 'world', 'therefore', 'taste', 'sea', 'salt', 'varies', 'based', 'come', 'from', 'french', 'gray', 'sea', 'salt', 'delicious', 'flavor', 'gentile', 'regular', 'salt', 'slightly', 'tangy', 'taste', 'hint', 'mineral', 'price', 'may', 'seem', 'high', 'compared', 'table', 'salt', ""amazon's"", 'price', 'low', 'compared', 'place', 'bought', 'definitely', 'worth', 'opinion', 'one', 'thing', 'note', 'sea', 'salt', 'moist', 'work', 'well', 'grinder', 'shaker', 'sometimes', 'serve', 'salt', 'cellar', 'generally', 'keep', 'glass', 'jar', 'stove', 'cooking', 'use', 'regular', 'salt', 'table']"
