,Sentiment,Time,cleaned,Text
1120,positive,7/8/19,"['nice', 'previous', 'also', 'flavor', 'come', 'decide', 'value', 'all', 'easily', 'often', 'overbear', 'meet', 'buy', 'recognizable', 'apart', 'best', 'price', 'love', 'quality', 'different', 'honey', 'aroma', 'flower', 'texture', 'gourmet', 'believe', 'forest', 'disagree', 'expensive', 'good', 'one', 'rain', 'organic', 'taste', 'try', 'unusual', 'type', 'distinct', 'that', 'like']","i love honey and i often buy expensive gourmet types. i decided to try this one because ""rain forest"" sounded unusual and also because it is labeled organic. this honey met my best expectations, it has very nice texture and aroma to it. for this price, i couldn't believe it, it does taste like a gourmet honey. i disagree with one of the previous comments. this honey's taste is not overbearing at all. good quality honey should have a distinct flavor (that's what sets apart honeys coming from different areas and flower types) and that easily recognizable flavor is what is valued in each type of honey."
1121,positive,9/3/18,"['home', 'next', 'even', 'since', 'good', 'well']","this is a good as it gets next to starbucks and since it is in your own home, it is even better!"
1122,positive,18/5/18,"['tasty', 'high', 'still', 'everywhere', 'flavor', 'box', 'store', 'lot', 'price', 'too', 'line', 'coffee', 'rest', 'need', 'help', 'well', 'site', 'can', 'official', 'milk']","while the coffee is very tasty with lots of flavor i can't help being bothered by the high price. everywhere: on line or in store. and the official site has it for 9.99/ box with 16 capsules of which 8 only is the coffee the rest is the milk. well we need that too, still."
1123,positive,27/1/19,"['day', 'love', 'coffee', 'milky', 'favorite', 'expensive', 'gusto']","i love all the dolce gusto milky coffees, but this is my favorite.  pricewise and tastewise, this beats the expensive coffee shops any day."
1124,negative,10/11/19,"['sent', 'quick', 'nestle', 'two', 'office', 'machine', 'refill', 'buy', 'worth', 'bathroom', 'make', 'book', 'keep', 'time', 'coffee', 'go', 'water', 'expensive', 'though', 'free', 'taste', 'cup', 'great', 'hot', 'like']",the coffee is great tasting but is expensive in my book. if nestle hadn't sent me the machine for free i wouldn't have bought it. it leaks and is not a great machine for an office. our office doesn't like it because you have to keep going to the bathroom to refill it with water because it only holds two cups worth of water. it does make a hot cup of coffee in a very quick time though.
1125,positive,8/11/19,"['cut', 'fresh', 'mixed', 'they', 'skinny', 'long', 'bag', 'appetizer', 'goat', 'mild', 'cream', 'thick', 'dinner', 'hit', 'baggie', 'corner', 'party', 'put', 'olive', 'basil', 'plastic', 'serve', 'drain', 'for', 'dish', 'style', 'mix', 'cheese', 'little', 'squeeze', 'stuff', 'add', 'great']","for a great appetizer, stuff these little guys with goat cheese (or goat cheese mixed with cream cheese) and a little fresh basil.  just put the cheese and basil in a plastic baggie, sqish to mix (add mild if too thick), cut a corner from the bag, and squeeze into the drained peppadews.<br /><br />they'll be the hit of the dinner party.<br /><br />for style points, serve in a long skinny olive dish."
1126,positive,25/10/21,"['everything', 'make', 'potato', 'fantastic', 'not', 'else', 'instead', 'flour', 'like', 'seriously', 'starch', 'really', 'regular', 'hard', 'corn', 'good', 'rice', 'grainy']",these are fantastic. better than regular pretzels. i was expecting them to be hard and grainy like everything else gf but they were not. they are made with potato and corn starch instead of rice flour. seriously. these are really good!
1127,positive,8/5/20,"['special', 'cost', 'size', 'fat', 'cannot', 'virtually', 'sodium', 'sharp', 'state', 'label', 'hopefully', 'buy', 'cube', 'content', 'nutritional', 'include', 'due', 'truly', 'party', 'drawback', 'week', 'tangy', 'less', 'this', 'protein', 'saturate', 'frozen', 'one', 'taste', 'cheese', 'cholesterol', 'total', 'nearly', 'great', 'shipping', 'month', 'night']","this cheddar cheese tastes great.  it's not truly a sharp tangy taste but it is cheddar. the drawback is the shipping cost of nearly $20 for 2lbs eventhough it arrives virtually over night.  the nutrional label is as follows : ( for  a 1 & 1/4 size cube ) calories 120, total fat 10g, saturated fat 6 grams, 0 trans fats, cholesterol 30mg, sodium 210, total carbs less than 1 g, protein 7 grams.<br />this cheese cannot be frozen as the label states.  it can be stored in the fridge up to one month but we consumed this in a week for a special party.  ( i included the nutritional content due to the marketplace did not state the facts when i bought this;  hopefully this helps other consumers )"
1128,positive,28/9/18,"['bit', 'you', 'without', 'still', 'also', 'profile', 'flavor', 'overly', 'weirdly', 'good', 'actually', 'drink', 'stuff', 'energy', 'sweet', 'love', 'shot', 'like']","i love this stuff.  it's like the sencha shot, but with a bit softer flavor profile.  still fills in like an energy drink but without the weirdly contrived and overly sweet flavors of those drinks.  this stuff is also actually good for you."
1129,positive,29/7/19,"['ask', 'twice', 'take', 'product', 'however', 'like', 'good', 'long', 'fine', 'low', 'which', 'cook', 'really', 'regular']","product tastes really good, just like regular pasta if you ask me. however, it does take twice as long to cook...which is fine by me if it has lower carbs."
1130,positive,9/3/18,"['quick', 'strong', 'bitter', 'find', 'sure', 'really', 'drip', 'bean', 'buy', 'plan', 'version', 'whole', 'think', 'love', 'use', 'wonder', 'gear', 'grinder', 'coffee', 'want', 'saw', 'filter', 'smooth', 'learn', 'awesome', 'much', 'good', 'grind', 'super', 'site', 'enough', 'can', 'big', 'cone', 'since', 'try', 'type', 'level', 'yet', 'great']","realllllly good!, i saw this reviewed on seattle coffee gear's site and being me i thought oo i wonder if its on amazon! sure enough.. they had the whole bean version which i wanted more but but no grinder yet so i bought drip and since i hadn't tried it before i was wondering if it was really good or if it was just meh. this is awesome coffee, the drip grind is really great too and strong! i learned quick that you do not want to use too much now if your big on strong coffee go nuts, i used a cone type filter and used 2 1/2 tablespoons and i didn't really level off much and it was sooo strong but not bitter it was super smooth and it was chocolaty really good, love this coffee plan on buying more :0) if you can't find it on here just go to their website."
1131,positive,18/5/18,"['delicious', 'tasty', 'tea', 'powder', 'take', 'mix', 'travel', 'chai', 'easily', 'instant', 'like', 'well']","this is a very tasty, powdered instant decaf chai tea mix. it blends easily and well and tastes delicious. i like to take a few packets when i travel"
1132,positive,17/5/20,"['also', 'other', 'two', 'find', 'already', 'least', 'note', 'eat', 'overall', 'attempt', 'necessarily', 'crunchy', 'snack', 'honey', 'mean', 'nutritionally', 'similar', 'see', 'say', 'can', 'replicate', 'definitely', 'one', 'appearance', 'taste', 'nut', 'like']","as other reviewers have noted already, this seems to be kellogg's attempt to replicate honey nut cheerios, at least in appearance.  nutritionally the two are also very similar.  crunchy nut tastes sweeter and i found myself eating it as a snack.  i can't say the taste is too similar to hnc so just because you like one doesn't mean you'll necessarily like the other.  overall it's definitely to my liking and i can see myself buying both crunchy nut and hnc."
1133,positive,26/3/20,"['meaty', 'breast', 'sugar', 'brown', 'cannot', 'flavorful', 'barbecue', 'thick', 'use', 'spicy', 'believe', 'chicken', 'sauce', 'kraft', 'cook', 'wrong', 'can', 'product', 'assume']",we cannot believe how flavorful this kraft thick and spicy brown sugar barbecue sauce tastes.  i used this to cook some very meaty chicken breast and the flavors popped!  it's not too spicy for us and i assume it's because of the brown sugar.  you can't go wrong with buying a product from kraft foods.
1134,positive,24/2/20,"['slowly', 'tea', 'ago', 'even', 'bright', 'fade', 'drink', 'away', 'complexion', 'see', 'acne', 'look']",i started drinking this tea about 1-1/2 weeks ago and have seen my acne slowly fade away.  my co-workers even mentioned how bright my complexion was looking.
1135,positive,3/5/19,"['work', 'seasoning', 'flavored', 'hickory', 'taste', 'smoke', 'great', 'like']",all the cures work and taste great. i like hickory smoked/flavored items so this was great for me. great seasoning.
1136,positive,27/3/20,"['bit', 'prefer', 'absolutely', 'alternative', 'rich', 'plain', 'best', 'actually', 'great', 'phenomenal']","absolutely the best nutella alternative. i actually prefer it over nutella, it tastes so rich and just plain phenomenal! a bit more hazelnutty than nutella, gah just great!"
1137,positive,31/12/20,"['size', 'sweetness', 'sugar', 'birch', 'slightly', 'alter', 'commitment', 'xylitol', 'may', 'satisfy', 'use', 'make', 'completely', 'coffee', 'need', 'regular', 'substitute', 'get', 'close', 'taste', 'try', 'type', 'level', 'aware', 'trait', 'corn', 'add', 'great', 'spearmint', 'like']","great size to try out xylitol before making a larger commitment.  i like that it is birch and not corn, and made in usa.  you should be aware that xylitol has a spearmint type sweetness to it. it may alter the taste of some foods because of this trait. i use it in my coffee as a substitute for regular sugar and i am completely satisfied.  you need to add slightly more to get the same level of sweetness, but its close."
1138,positive,13/1/20,"['fiber', 'still', 'honestly', 'flavor', 'there', 'part', 'driving', 'each', 'single', 'end', 'car', 'all', 'hard', 'bit', 'eat', 'factor', 'discernibly', 'keep', 'turtle', 'nougat', 'aftertaste', 'much', 'leave', 'chemical', 'good', 'you', 'definitely', 'force', 'these', 'like', 'candy', 'also', 'pack', 'really', 'actually', 'wrapper', 'satisfied', 'think', 'crunchy', 'feel', 'crispy', 'texture', 'clean', 'though', 'reviewer', 'strange', 'inside', 'protein', 'one', 'chewy', 'that', 'scarfed', 'try', 'energy', 'first', 'chocolate', 'find', 'tablespoon', 'basically', 'might', 'quite', 'best', 'favorite', 'sticky', 'bar', 'want', 'chew', 'way', 'crumble', 'three', 'result', 'high', 'food', 'caramel', 'effort', 'coat', 'note', 'chow', 'punch', 'contrast', 'roll', 'nevertheless', 'bite', 'every', 'many', 'chalky', 'take', 'outside', 'mess', 'spotlessly', 'sometimes', 'involve']","these bars (all of the roll types) are hard to eat. that's actually part of why i like them so much. because they take some effort to bite into and chew, they basically force you to eat slower. as a result, you feel more satisfied at the end of eating one than if you had scarfed down a candy bar in three bites. i don't find them hard as rocks though, just very chewy. if you don't like chewy food, then these are definitely not for you. i also really like the texture contrast between the crunchy/crispy outside and the chewy nougat inside of the bar.<br /><br />there is a bit of a mess factor involved in eating these, as noted by one reviewer. the caramel is sticky and sometimes leaves traces on the wrapper, and the outside crispy/crunchy coating tends to crumble off a bit. if you want to keep the inside of your car spotlessly clean, you might not want to chow down on a go-lean roll bar while driving. nevertheless, i still think these are some of the best bars out there. they are not discernibly chalky nor do they have a strange chemical aftertaste the way that many protein or energy bars do. they really are like fortified candy bars. and they pack quite a high protein and fiber punch for only 190 calories each, while only having about 13 mg of sugars--about 1 tablespoon--per bar (i was expecting more like 25-30 mg when i tried my first one). the chocolate turtle roll is my favorite flavor, but honestly, i've tried every single flavor of the go-lean roll bars, and they are really all quite good."
1139,positive,21/9/20,"['fiber', 'candy', 'day', 'weight', 'lose', 'meal', 'least', 'eat', 'year', 'think', 'bar', 'lunch', 'now', 'week', 'help', 'protein', 'enough', 'one', 'product', 'way', 'replace', 'try', 'great', 'via', 'like']","i've been receiving this product via auto-delivery for about a year now.  i try to eat one of these bars as my lunch at least 3 days a week.  it tastes like a candy bar and provides enough fiber, protein, etc. to replace a meal.  i think it's a great way to help me lose weight."
1140,positive,2/12/20,"['secret', 'family', 'tasty', 'lamb', 'income', 'reply', 'fix', 'senior', 'delicious', 'turkey', 'reasonably', 'recipe', 'beef', 'buy', 'vital', 'dinner', 'unsuspecting', 'far', 'price', 'think', 'three', 'fixed', 'ask', 'ago', 'choose', 'con', 'wife', 'source', 'six', 'though', 'protein', 'package', 'stuff', 'look', 'like']","my wife and i are senior citizens on a fixed income, though not as fixed as it was six months ago. if you are like us and looking for a reasonably priced and tasty source of protein in a well-rounded package with other vital nutrients, look no further! this stuff is delicious. don't be surprised when unsuspecting dinner guests ask for the recipe. we just reply that it's a family secret. the only con i can think of is having to choose between the beef, the lamb, and the turkey. but why choose? just buy all three."
1141,positive,20/11/19,"['full', 'tasty', 'discover', 'dress', 'would', 'awesome', 'chemical', 'wish']",this dressing is awesome! it's very tasty and not so full of chemical ingredients as other dressings. we wish we would have discovered it earlier.
1142,positive,2/12/20,"['make', 'you', 'green', 'tea', 'pot', 'taste', 'plain', 'good', 'bitterness', 'natural', 'great', 'sweet', 'mango', 'love', 'use']",i love the taste of this green tea. it has a natural sweet mango taste and not the bitterness of plain green tea. i use 5 bags to make a pot.  great tasting and good for you!
1143,positive,11/12/19,"['snack', 'buy', 'market', 'jar', 'plum', 'eat', 'reading', 'empty', 'know', 'love']","i love to eat it as a snack while reading; before i know it, the jar is empty.  but i buy it from plum market online for $5."
1144,positive,20/11/19,"['alternative', 'fill', 'sugar', 'palmer', 'bit', 'home', 'ice', 'variety', 'iced', 'tea', 'lemonade', 'brewing', 'half', 'big', 'soda', 'mix', 'fan', 'cup', 'try', 'add', 'great']","as a big fan of arnold palmers, half lemonade half iced tea over ice, i'm pleased with this k-cup variety.  i add a bit of sugar after brewing it over a big cup filled with ice, and its a great alternative to soda or trying to mix an arnold palmer myself at home."
1145,negative,28/6/20,"['tea', 'between', 'lemonade', 'iced', 'funny', 'think', 'much', 'good', 'like']","thought it tastes funny.  not like iced tea, not like lemonade and no where in between.  there are much better flavors out there"
1146,positive,8/8/20,"['partial', 'fresh', 'also', 'chewy', 'along', 'soft', 'hint', 'sea', 'bag', 'vanilla', 'kind', 'great', 'salt', 'although', 'order']","i just ordered these vanilla caramels, along with a bag of the sea salt kind.  although i am more partial to the sea salt avenuesweets caramels, these are also great - very fresh, soft and chewy, with a hint of vanilla."
1147,positive,14/7/21,"['special', 'box', 'cream', 'price', 'love', 'use', 'share', 'make', 'honey', 'tea', 'water', 'good', 'whip', 'well', 'can', 'top', 'get', 'free', 'decadent', 'treat', 'add', 'milk', 'shipping']",i can't get decaf at the stores here and love this tea.  i am now well supplied and can share a box or 2 with friends.  you can make it with just water or for a special treat use 1/2 milk.  add some honey and top with whipped cream - very decadent!  the price is very good and i got free shipping.
1148,positive,2/12/20,"['incredibly', 'bitter', 'highly', 'coffee', 'taste', 'aftertaste', 'people', 'ever', 'recommend', 'smooth', 'really', 'like']",this is some of the smoothest coffee i've ever tasted. for people who don't really like the taste of coffee i'd highly recommend this coffee. it doesn't have any bitter aftertaste. it really is incredibly smooth!
1149,positive,20/11/19,"['prefer', 'also', 'flavor', 'friend', 'absolutely', 'quality', 'love', 'house', 'tea', 'tried', 'go', 'good', 'green', 'hope', 'since', 'taste', 'bongo', 'try', 'great', 'order']","i tried congo bongo in my friend's house, and absolutely love it. but since i prefer green tea, i've ordered fiji. it has great taste, hope the quality of the tea also good. love fiji, and going to try some other flavor from serendipitea."
1150,positive,1/3/21,"['color', 'tasty', 'fresh', 'safety', 'day', 'counter', 'bag', 'long', 'end', 'fell', 'just', 'all', 'box', 'brightly', 'while', 'together', 'hopefully', 'gummy', 'home', 'buy', 'pop', 'divide', 'eat', 'admire', 'response', 'stale', 'keep', 'unopened', 'onto', 'warm', 'you', 'and', 'for', 'be', 'glad', 'one', 'product', 'since', 'health', 'mouth', 'glow', 'recommendation']","i bought these in response to a 'just for you!' recommendation and was very pleased.  the product was fresh and gummy, not stale at all.  i was surprised at how brightly colored these bears are.  i admire their tasty, tasty glow just before i pop them into my mouth.<br /><br />i was home when the box arrived and, since it was a warm day, i was glad i was.  the bears were crammed together at one end of the packaging and very warm, so i popped the unopened bag into the fridge for a while.  when they had cooled, i opened the bag -- it's not a resealable bag -- and divided the bears into 5 ziplocs, eating the ones that fell onto the counter for, ummmm, health and safety reasons.  hopefully, this will keep them fresh a long while."
1151,positive,5/5/21,"['work', 'old', 'breed', 'formula', 'shiny', 'food', 'puppy', 'coat', 'chow', 'year', 'dog', 'dachshund', 'well', 'small', 'take', 'since', 'feed', 'soft', 'health', 'him']",this is the only food i have been feeding my dog since i took him off puppy chow.  he loves it.  his coat is soft and shiny and i haven't had any health problems.  he is a 3.5 year old mini dachshund so this small breed formula works well for him.
1152,positive,2/12/20,"['also', 'back', 'day', 'flavor', 'freezer', 'really', 'let', 'bottle', 'couple', 'love', 'pear', 'put', 'believe', 'water', 'apple', 'super', 'can', 'take', 'get', 'free', 'way', 'cold', 'pocket', 'great']",i can't believe how great this water is. i got the apple pear flavored water and am really into it. i put a couple into the freezer and get them super cold - and then take them with me for the day.<br /><br />i also really love the way the bottle fits into a back pocket - let's me be hands free :-)
1153,negative,20/11/19,"['soup', 'chili', 'taste', 'lighten', 'little', 'white', 'odd', 'chicken', 'noodle', 'much', 'like']","i didn't like the taste of this very much.  it was ok, but it tasted a little odd.  i loved their white lightening chicken chili, but don't recommended the chicken noodle soup."
1154,positive,9/10/21,"['remember', 'nice', 'flavor', 'two', 'ultra', 'pouch', 'emergency', 'around', 'bit', 'thick', 'safe', 'eat', 'freeze', 'combination', 'time', 'lunch', 'go', 'good', 'well', 'china', 'you', 'aware', 'like', 'banana', 'expiration', 'really', 'weight', 'gummy', 'information', 'nothing', 'idea', 'touch', 'fast', 'process', 'second', 'from', 'texture', 'consistently', 'water', 'the', 'date', 'clean', 'subtle', 'weigh', 'judgment', 'dry', 'great', 'plane', 'day', 'long', 'machine', 'son', 'light', 'cream', 'best', 'list', 'far', 'make', 'teeth', 'real', 'crisp', 'completely', 'slice', 'now', 'fruit', 'almost', 'product', 'taste', 'little', 'three', 'maybe', 'quickly', 'strong', 'eternity', 'come', 'bag', 'value', 'food', 'space', 'coat', 'tart', 'ice', 'lot', 'fragile', 'snack', 'vacuum', 'every', 'live', 'leather', 'probably', 'without', 'strawberry', 'take', 'diameter', 'original', 'mouth', 'number']","ultra light weight and real live fruit, a great combination. the fruit is freeze dried, for those of you that remember space ice cream, it is the same idea. the fruit is sliced and placed in a machine that freezes the fruit and then a vacuum pulls off the water. the process retains a lot of the original flavor and preserves the fruit for almost eternity (well about two years expiration date on the pouches) without using any chemicals.<br /><br />the taste is really nice. these are all crisp fruit pieces, not the gummy fruit leather food. banana / strawberry is probably the tastiest and most fragile. the strawberry flavor is strong and the bananas are subtle without picking up the strawberry flavor. apples come in a nice second. the pieces are thick and about two inches in diameter. the pears are good, maybe a touch tart and have the same texture as the apples.<br /><br />the fruit is completely dry and absorbs water in your mouth very quickly. if you eat it too fast, the strawberries coat your teeth a little bit. the others are very clean to eat.<br /><br />i like these packages in my carryon bag for plane trips. they make a great emergency snack, take up little space, and weigh nothing. number two son packs these in his lunch almost every day now. he likes the strawberry banana the best. i really like all three flavors.<br /><br />the pouches list that they are a product of china. i list that as information so you can be aware of where this fruit comes from, and make no value judgment for you. the manufacturing process has been around for a very long time. it is a very safe process, and as long as the fruit going in is good, the food should be good. so far every pouch has been consistently good.<br /><br />i like these a lot. they make a great snack."
1155,positive,6/3/21,"['convenient', 'tasty', 'great', 'product', 'dry', 'handy', 'people', 'recommend', 'fruit', 'individual']",the dried fruit are very tasty. the individual pkgs are handy and convenient. great for people on the go. i recommend this product.
1156,positive,12/2/21,"['whoa', 'nice', 'never', 'sweetness', 'sugar', 'really', 'delicious', 'presently', 'stevia', 'use', 'cane', 'coffee', 'aftertaste', 'good', 'organic', 'get', 'product', 'raw', 'could']","whoa.....a really nice sweetness!  it is softer than the raw, organic cane sugar i am presently using and it has no aftertaste. i never could get used to stevia in my coffee but this is delicious!  just a very good product."
1157,positive,2/12/20,"['maintain', 'else', 'still', 'flavor', 'staple', 'integrity', 'anything', 'barbecue', 'recipe', 'item', 'desire', 'pure', 'use', 'spice', 'house', 'apply', 'want', 'much', 'heat', 'timely', 'small', 'intact', 'taste', 'overpower']","this is a staple item at our house.  i use it in soups, barbecue, meatloaf, and anything else that we want to spice up.  pure tasting w/o any other spices overpowering the flavor.  you ""apply"" as much heat as you desire and still maintain the integrity of your recipe.  the 2 small jars were timely and intact when delivered."
1158,positive,20/11/19,"['work', 'stretchy', 'flavor', 'there', 'sugar', 'egg', 'batter', 'all', 'easily', 'easy', 'best', 'granulate', 'temperature', 'honey', 'otherwise', 'texture', 'need', 'low', 'though', 'many', 'pancake', 'one', 'fluffy', 'extra', 'cooking', 'little', 'try', 'rather', 'add', 'great', 'maybe']","i've tried many pancake batters and this one is up there, as one of the best. great flavor. the texture is a little fluffy and ""stretchy"", but maybe because i added an extra egg. the batter needs a lower cooking temperature though, otherwise it burns rather easily. easy to work with though! and best of all, no sugar, only granulated honey."
1159,positive,25/6/21,"['make', 'fantastic', 'get', 'them', 'sugar', 'price', 'good', 'draw']",these are fantastic! they are a good price for what you get. i made sugar cookies and the kids drew on them.
1160,positive,17/3/20,"['deep', 'soon', 'smell', 'brew', 'rich', 'taste', 'kitchen', 'butter', 'throughout', 'wonderful', 'toffee', 'sweet', 'jean']","the taste of gloria jean's butter toffee is so wonderful.  as soon as it begins to brew, you can smell it throughout the kitchen.  the taste is deep, rich, and sweet!"
1161,positive,20/10/21,"['aroma', 'back', 'smell', 'enjoyable', 'coffee', 'taste', 'cup', 'experience', 'butter', 'enjoy', 'toffee', 'great', 'sit', 'jean', 'relax']","gloia jeans butter toffee coffee has a great taste. the smell of the aroma as the coffee brews starts an enjoyable experience. sit back, relax and enjoy a cup!"
1162,positive,21/7/20,"['work', 'husband', 'tasty', 'tea', 'one', 'take', 'more', 'bridal', 'shower']",this is a very tasty tea. i served it at a bridal shower and it was one of the favorites. my husband loved it and took the remaining tea bags to work. we'll be ordering more!
1163,positive,22/2/21,"['breakfast', 'special', 'flavor', 'find', 'able', 'store', 'buy', 'nana', 'heaven', 'basis', 'caught', 'bar', 'time', 'forbid', 'regular', 'case', 'without', 'strawberry', 'grandson', 'grocery', 'sometimes', 'difficult']",my grandson loves the strawberry kellogg's special k bars but the strawberry flavored are sometimes difficult to find in the grocery store.  i was thrilled to find them on amazon and be able to buy them by the case on a regular basis.  heaven forbid that nana be caught without a strawberry breakfast bar at all times!
1164,positive,8/6/21,"['locally', 'nevertheless', 'company', 'time', 'taste', 'kelp', 'need', 'eat', 'find', 'place', 'recommend', 'food', 'first', 'great', 'order']","my first time eating kelp noodles. they taste great. now i just need to find them locally so that i will not have to place an order for food. nevertheless, recommend this company and their kelp."
1165,positive,2/12/20,"['cut', 'customer', 'tender', 'salty', 'thick', 'jerky', 'buy', 'purchase', 'reasonable', 'repeat', 'best', 'far', 'price', 'thing', 'would', 'continue', 'sweet', 'good', 'bulk', 'taste', 'place', 'thanks']","this is by far the best teriyaki jerky i have tasted. it is a thick cut, salty, sweet and tender. the price is the only thing that is no good. i would buy more if it was bulk or reasonable but this seems to be the only place to purchase. i am a repeat customer and will continue. thanks!!"
1166,negative,20/11/19,"['big', 'back', 'them', 'like', 'wont', 'eat', 'plastic', 'soft', 'pile', 'yard', 'pore']",like eating soft plastic . we pored them in a big pile in the back yard under the trees. the squeals wont eat them!
1167,positive,25/1/21,"['dependable', 'nice', 'family', 'candy', 'always', 'might', 'buy', 'wedge', 'quite', 'opinion', 'care', 'year', 'pound', 'fancy', 'use', 'make', 'fanatic', 'every', 'people', 'gourmet', 'general', 'money', 'product', 'get', 'finer', 'serious', 'marzipan']","i have been a marzipan fanatic for over 55 years. while there are finer and fancier marzipans, in my opinion, for the money, this is a very nice, dependable product. i buy a 5 pound wedge every year, and make candy gifts for family and friends, and always get compliments and cheers. if you are a serious gourmet, you might not care for it, but for most people, for general use, it is quite nice."
1168,positive,1/7/21,"['can', 'saturate', 'one', 'out', 'fat', 'eat', 'watch', 'love']","only 90 calories and no trans or saturated fat. i love these things, but i can't eat just one so watch out."
1169,positive,30/9/20,"['worth', 'tea', 'also', 'product', 'herb', 'follow', 'flavor', 'put', 'taste', 'mixed', 'get', 'sugar', 'try', 'mint', 'diet', 'good', 'use']",i was following a diet where no sugar was allowed.  i tried this product and it has a good taste with out sugar.  i also used to put some other mint flavor herb tea mixed with this to get my own flavor.  worth trying.
1170,negative,15/3/20,"['puff', 'cut', 'still', 'company', 'only', 'find', 'tell', 'white', 'brown', 'box', 'around', 'truth', 'advertising', 'think', 'sorry', 'not', 'quaker', 'millet', 'again', 'well', 'puffed', 'have', 'taste', 'try', 'know', 'rice', 'difficult']","well, do you know how difficult it is to find white rice puffed rice?<br /><br />only company that does it is quaker.<br /><br />millet doesn't cut it. sorry. won't but it again.<br /><br />have tried all the puffed rice products. most don't tell you that these puffed rice products are brown rice puffed rice.. truth in advertising?<br /><br />i think not.<br /><br />brown rice puffed just doesn't have the taste of white rice puffed.<br /><br />i can still find it at albertsons at around $4 bucks a box."
1171,positive,6/7/21,"['family', 'back', 'even', 'flavor', 'find', 'sugar', 'daughter', 'collection', 'light', 'bottle', 'doesnt', 'ice', 'whole', 'excellent', 'overtake', 'people', 'order', 'syrup', 'one', 'product', 'free', 'highly', 'diabetic', 'fan', 'stuff', 'great', 'like']",i ordered this for my diabetic daughter.  i found some not so great reviews from people  so i only ordered one bottle.  my whole family loves this stuff!!!  i even like it and i am not a sno-cone fan.  it has an excellent flavor!  the syrup is light and doesnt overtake the ice.  i will order all of my syrups from back to basics sugar free collection from now on.  i highly reccoment this product!!!!
1172,positive,29/6/21,"['special', 'homemade', 'find', 'avoid', 'food', 'here', 'hard', 'around', 'store', 'together', 'blender', 'cream', 'ice', 'price', 'too', 'worth', 'calcium', 'protein', 'offer', 'glad', 'mix', 'health', 'add', 'milk', 'great']","i add this to my kids milk for added protein and calcium.  it clumps together so you have to mix it up in a blender, but it tastes great and is worth the price to avoid hormones in non-organic milk.  it is hard to find around here, and i'm glad amazon carries it.  they offer it cheaper than special ordering it from the health food store.<br /><br />i add it to homemade icing and ice cream too!"
1173,positive,29/6/21,"['same', 'service', 'customer', 'back', 'purchase', 'taste', 'coffee', 'people', 'seller', 'value', 'drink', 'another', 'advise', 'great', 'outstanding', 'good']","great seller, a great customer service ,outstanding value & good tasting italian coffee i will be back after i drink all of my coffee that i purchased to purchase another back from the seller i have advise you people to do the same."
1174,positive,26/7/21,"['make', 'definitely', 'one', 'lab', 'get', 'smell', 'product', 'smelly', 'place', 'eat', 'first', 'golden', 'mess', 'breath', 'great', 'awesome', 'daily', 'well']","these are awesome! our golden/lab loves them and eats one daily. they definitely make his breath smell better, which is why we got them in the first place. great product. not smelly to humans, don't make a mess when eating."
1175,positive,21/10/21,"['remember', 'never', 'finally', 'also', 'town', 'name', 'box', 'chief', 'here', 'york', 'coat', 'vine', 'episode', 'inform', 'dark', 'buy', 'more', 'today', 'experience', 'whole', 'new', 'upon', 'read', 'thing', 'crunchy', 'snaps', 'lump', 'snack', 'make', 'portly', 'hurricane', 'excellent', 'truly', 'chance', 'them', 'time', 'regardless', 'live', 'ever', 'thin', 'hear', 'fall', 'before', 'the', 'good', 'case', 'give', 'glad', 'get', 'product', 'neddy', 'assume', 'way', 'bottom', 'type', 'try', 'police', 'know', 'chocolate', 'like']","i've never had mallomars before.  i live in wisconsin, and do not know if they make it all the way over here.  the only time i ever remember hearing the name before is in the simpsons episode ""hurricane neddy"" when nice-guy flanders finally snaps and cusses out the whole town.  upon getting to the portly police chief wiggum he says, ""the only case you've gotten to the bottom of was a case of mallomars!!!""<br /><br />i assume by what i've read that they are a fall only type product, like the mcrib.  i am also informed by the box that they are a new york kinda thing.<br /><br />regardless, i'm glad vine gave me the chance to try them, because they are so good!!!<br /><br />the crunchy dark chocolate coating over a marshmallow lump and thin crunchy cookie gives a s'mores like experience that truly satisfies.<br /><br />an excellent snack.  buy a box today."
1176,positive,25/10/21,"['imagine', 'never', 'sandwich', 'tell', 'considerably', 'traditional', 'mayonnaise', 'buy', 'lot', 'too', 'think', 'use', 'make', 'party', 'people', 'before', 'pretty', 'good', 'this', 'and', 'stuff', 'lover', 'some', 'great', 'like']","i was told about this stuff at a party and, as a lover of mayonnaise, thought i'd buy some. i don't use it a lot, but it's pretty good on fries. i imagine it will make a great tunafish sandwich too. if you've never had it before, it tastes a lot like traditional mayo but considerably more vinegar-y. some people who don't like mayo have told me they like this."
1177,positive,29/6/21,"['make', 'color', 'vegetable', 'tasty', 'discover', 'broth', 'stop', 'them', 'strong', 'trader', 'onion', 'original', 'joe', 'carry', 'local', 'carrot']",i discovered these at my local trader joe's but then they stopped carrying them.  i hunted and located them under their original 'colors'.  they make a very tasty vegetable broth - carrot and onion flavors are not too strong as in some other broths.
